source_id,object_type,ra_deg,dec_deg,parallax_mas,distance_pc,phot_g_mean_mag,abs_mag_g,size_km,vx_au_d,vy_au_d,vz_au_d,speed_km_s,gm_km3_s2,mass_kg,density_g_cm3,mean_radius_km,albedo,rot_per_hr,H
20000039,asteroid,125.608266709,13.687793027,71518070.757160112,1.398248008389e-05,,,179.484000,-8.697006476406e-03,-4.740922300939e-03,-5.351470154020e-04,17.175549852,,,,,0.269000,5.138000,5.970000
20000209,asteroid,88.125294118,30.588332909,62331210.318561167,1.604332716931e-05,,,179.008000,-9.215463830121e-03,8.318464787082e-05,6.198636174694e-05,15.957188835,,,,,0.028000,5.736600,8.300000
20000096,asteroid,358.245926888,10.924658507,59539318.080268584,1.679562400516e-05,,,177.774000,-1.086298953503e-03,6.996345543157e-03,4.862237318082e-03,14.871414948,,,,,0.048000,13.868000,7.660000
20000423,asteroid,60.428471217,19.218224982,65291421.931979112,1.531594764534e-05,,,175.859000,-8.182643566248e-03,3.424126590287e-03,3.489468833257e-03,16.504034710,,,,,0.067000,4.775000,7.380000
20000259,asteroid,304.686715271,-25.910700359,72738634.223109618,1.374785230271e-05,,,174.318000,9.414123326037e-03,5.055716802101e-03,2.916937239593e-04,18.508866681,,,,,0.043000,8.143000,7.810000
20000372,asteroid,248.071447501,-45.120921634,52373415.458425432,1.909365641417e-05,,,173.642000,6.940141556161e-03,-2.861919354533e-03,-5.902948045903e-04,13.038294810,,,,,0.059000,8.567000,7.320000
20000747,asteroid,32.651996942,-5.897828478,102892106.834257618,9.718918494019e-06,,,171.710000,-7.762139305390e-03,1.087693325151e-02,4.241493288368e-03,24.274305390,,,,,0.050300,9.414600,8.030000
20000409,asteroid,237.470496232,-20.546262009,86432351.275526896,1.156974194549e-05,,,171.012000,9.752233128021e-03,-6.159503706060e-03,-2.121479256199e-04,19.974930139,,,,,0.054000,9.022000,7.660000
20000153,asteroid,37.396954491,15.895589687,47994530.074897200,2.083570770335e-05,,,170.630000,-4.355205659058e-03,6.439126309036e-03,1.648587638519e-03,13.759146267,,,,,0.061800,5.958500,7.740000
20000790,asteroid,174.313112175,-18.677487839,59167240.667003810,1.690124448473e-05,,,170.370000,1.344396606111e-03,-8.740009552470e-03,-2.134187403008e-03,15.750540951,,,,,0.038400,10.370000,8.040000
20127546,asteroid,246.922810315,58.089301181,7314316.691799172,1.367181709703e-04,,,170.000000,-2.868906753745e-04,-4.054015924679e-03,-2.227284274082e-04,7.047467352,,,,,0.040000,,8.060000
20000241,asteroid,182.129901282,-6.919219729,61485884.091827162,1.626389560418e-05,,,168.900000,1.005138097272e-03,-8.153350488899e-03,-3.431249364930e-03,15.414916143,,,,,0.057500,15.510000,7.750000
20000047,asteroid,146.371853646,16.874485034,63192821.079754613,1.582458233251e-05,,,168.174000,-5.281609609991e-03,-6.272757019008e-03,-3.367956138085e-03,15.349148472,,,,,0.082000,13.178000,8.170000
20000488,asteroid,252.636792785,-20.605024943,66185413.156036176,1.510906939030e-05,,,168.117000,8.681877554681e-03,-3.119484158664e-03,-3.372785254697e-03,17.007265929,,,,,0.047000,32.645000,7.880000
20000532,asteroid,346.764329650,-19.877080026,64189135.422031127,1.557896041791e-05,,,167.791000,3.307839254418e-03,7.971870592735e-03,1.688759889445e-03,15.227415376,,,,,0.285000,9.405000,5.920000
20000022,asteroid,20.916471771,-2.182736715,76464376.335865095,1.307798543478e-05,,,167.536000,-3.776982140470e-03,8.447673542922e-03,5.661747009975e-03,18.783247383,,,,,0.166000,4.148300,6.790000
20000566,asteroid,24.395057789,5.858852402,69426964.326502293,1.440362558987e-05,,,167.381000,-4.296665002303e-03,8.634787826588e-03,4.301654322376e-03,18.285128674,,,,,0.039000,12.103000,8.200000
