date,name,naif_id,x_au,y_au,z_au,vx_au_per_day,vy_au_per_day,vz_au_per_day
2023-03-27,602 ENCELADUS,602,8.375969725073615,-5.107728019482206,-0.24394268898170313,0.00815120914581594,0.0003526549177567664,0.001585624616444748
2023-03-28,602 ENCELADUS,602,8.378511914569552,-5.100852062566376,-0.24523270821206067,-0.002738117630094671,0.0006194513071233829,0.00250212921388635
2023-03-29,602 ENCELADUS,602,8.383460319264351,-5.096398568229693,-0.24548544527036653,-0.0016503130974499175,0.010175160451747982,-0.002612169094287505
2023-03-30,602 ENCELADUS,602,8.385506578282968,-5.093677235955443,-0.24454807226208097,0.009021343906426569,0.007574932666819549,-0.0022829980685766015
2023-03-31,602 ENCELADUS,602,8.385856370715585,-5.088076929588241,-0.24495479704113077,0.005141436421364989,-0.0013825385442570708,0.0027896892549321367
2023-04-01,602 ENCELADUS,602,8.389544885756447,-5.081488548752561,-0.2462025903891476,-0.004452340020972746,0.0035268439044822656,0.0011468082239372874
2023-04-02,602 ENCELADUS,602,8.394071794038078,-5.078005080233857,-0.24590333508003437,0.0017374337848212029,0.011230155368380805,-0.0034910572706621065
2023-04-03,602 ENCELADUS,602,8.395043725310915,-5.074742864399205,-0.2451427209936896,0.009873305640002447,0.004363917526819808,-0.0006796770452300164
2023-04-04,602 ENCELADUS,602,8.396076154593123,-5.068295312345998,-0.24605717114344205,0.0015121942003258127,-0.0015627309879637312,0.0032386289427607075
2023-04-05,602 ENCELADUS,602,8.40063208069064,-5.062448022274643,-0.24699797036267923,-0.004418650901829877,0.006747913835590246,-0.0005424265286507446
2023-04-06,602 ENCELADUS,602,8.404246744896692,-5.059614578874088,-0.2462668929933216,0.0053607612087896665,0.010653924522735538,-0.003537673541761401
2023-04-07,602 ENCELADUS,602,8.404550192399379,-5.055426177764909,-0.24592436810305185,0.008863703903905099,0.0012669615106442548,0.0010443261745881635
2023-04-08,602 ENCELADUS,602,8.406650230944406,-5.048556242884735,-0.2471611538994527,-0.0018319116364190402,-0.00016060018189067993,0.002830447118605659
2023-04-09,602 ENCELADUS,602,8.411576513690044,-5.0437164590352,-0.24760710595503266,-0.002639810209907051,0.009491047806818479,-0.0021503122056542485
2023-04-10,602 ENCELADUS,602,8.414009206556614,-5.041045326774643,-0.24667371357826107,0.008288726748167455,0.008575519529420353,-0.002729417004284266
2023-04-11,602 ENCELADUS,602,8.414218149905116,-5.035781159007753,-0.24688335172265363,0.006264401487680367,-0.0009225155910650295,0.0024467399966288574
2023-04-12,602 ENCELADUS,602,8.417495374001149,-5.029015179060352,-0.24817720233901452,-0.004075261664030925,0.0024646236042959817,0.0016743683074372652
2023-04-13,602 ENCELADUS,602,8.422199514208002,-5.025200278945591,-0.2480617523708255,0.00045785660334777845,0.011066407179235214,-0.0032739358993955337
2023-04-14,602 ENCELADUS,602,8.423476182290633,-5.022157772302201,-0.2472083364238984,0.009755017581257146,0.005524018361221895,-0.0012693415260726496
2023-04-15,602 ENCELADUS,602,8.424184396418239,-5.015943889444229,-0.24796166572180534,0.002749721994038252,-0.0016642119389756647,0.003178960214709303
2023-04-16,602 ENCELADUS,602,8.428453434032356,-5.009778195905973,-0.24903444515037343,-0.004672428151411131,0.005665539160794691,5.686077555723491e-05
